"protein_name" "sample_ID" "psm" "study" "material" "material2" "x_label"
"620" "Protein CREG1" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"621" "Q8IUT8 TREMBL:Q8IUT8 Type I hair keratin 4 - Homo sapiens (Human)." "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"622" "Receptor-type tyrosine-protein phosphatase S" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"623" "Ribonuclease 4" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"624" "Serpin B3" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"625" "Serpin B6" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"626" "Sodium/potassium-transporting ATPase subunit beta-3" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"627" "Steryl-sulfatase" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"628" "Transketolase" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"629" "Transmembrane glycoprotein NMB" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"630" "K2C6B_HUMAN" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"631" "KT33B_HUMAN" "2-ZH1673" 2 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"632" "Alkaline phosphatase, tissue-nonspecific isozyme" "3-ZH1676" 2 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"633" "Alpha-1-antitrypsin" "3-ZH1676" 2 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"634" "Anoctamin-6" "3-ZH1676" 2 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"635" "Apolipoprotein A-I" "3-ZH1676" 2 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"636" "Apolipoprotein A-IV" "3-ZH1676" 2 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"637" "Collagen alpha-1(II) chain" "3-ZH1676" 2 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"638" "Collagen alpha-1(XV) chain" "3-ZH1676" 2 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"639" "EMILIN-1" "3-ZH1676" 2 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"640" "Insulin-like growth factor-binding protein complex acid labile subunit" "3-ZH1676" 2 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"641" "Interferon-induced transmembrane protein 5" "3-ZH1676" 2 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"642" "Lactadherin" "3-ZH1676" 2 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"643" "Prolargin" "3-ZH1676" 2 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"644" "Sodium/potassium-transporting ATPase subunit beta-3" "3-ZH1676" 2 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"645" "GELS_HUMAN" "3-ZH1676" 2 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
